,url,location,bed,bath,area,price
26015,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-full-furnish-dengan-private-pool-di-menteng-bintaro-jaya-oleh-delfani-al-qutdri-adell-20462127,"Bintaro, Tangerang Selatan, Banten",6.0,4.0,348 m²,20 M
26838,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-the-savia-nusa-loka-tanerang-selatan-oleh-uthe-21622367,"The savia Nusa Loka Tangerang Selatan, BSD, Tangerang Selatan, Banten",3.0,2.0,78 m²,"1,5 M"
15362,https://www.rumah.com/listing-properti/dijual-di-jual-1-unit-rumah-cluster-agnesi-tipe-luxury-2-smart-home-jln-agnesi-gading-serpong-tangerang-oleh-nathalia-tunggawidjaja-20352431,"Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,77 m²,"1,85 M"
5712,https://www.rumah.com/listing-properti/dijual-rumah-cantik-di-kawasan-damai-indah-golf-bsd-city-oleh-sonya-21738098,"Tirta Golf BSD City, BSD, Tangerang Selatan, Banten",4.0,4.0,402 m²,"4,5 M"
9581,https://www.rumah.com/listing-properti/dijual-rumah-rapi-siap-huni-kawasan-discovery-bintaro-jaya-0682-oleh-nining-setiawati-21743313,"Discovery Cielo Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4.0,3.0,150 m²,"3,6 M"
19882,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-cantik-di-sektor-2-bintaro-jaya-oleh-lina-20545964,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,400 m²,"5,5 M"
25409,https://www.rumah.com/listing-properti/dijual-rumah-dijual-the-icon-caspia-bsd-tangerang-selatan-murah-minimalis-dekat-mall-dekat-kampus-oleh-meity-indah-suwanto-21168147,"Jln. Damai Foresta, BSD, Tangerang Selatan, Banten",3.0,2.0,72 m²,"1,875 M"
8409,https://www.rumah.com/listing-properti/dijual-alam-sutera-feronia-oleh-liana-fang-21790470,"Alam Sutera, Tangerang Selatan, Banten",4.0,3.0,142 m²,"3,95 M"
20576,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-yume-discovery-devine-oleh-agus-christian-21423143,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,120 m²,"2,2 M"
20995,https://www.rumah.com/listing-properti/dijual-dijual-rumah-american-style-with-pool-dan-view-taman-di-bahamas-de-latinos-bsd-city-oleh-fanny-beatrix-21674673,"DELATINOS - BSD CITY, BSD, Tangerang Selatan, Banten",6.0,5.0,527 m²,10 M
21471,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-melati-mas-oleh-poppy-yolanda-21388978,"Serpong Utara, Tangerang Selatan, Banten",5.0,3.0,300 m²,"2,5 M"
27660,https://www.rumah.com/listing-properti/dijual-kencana-loka-oleh-yuningsih-20720815,"BSD, Tangerang Selatan, Banten",3.0,1.0,70 m²,"1,1 M"
351,https://www.rumah.com/listing-properti/dijual-rumah-dekat-mall-bintaro-plaza-oleh-indra-gunawan-15632336,"DEKAT MALL  BINTARO PLAZA, Bintaro, Tangerang Selatan, Banten",4.0,5.0,350 m²,"4,9 M"
418,https://www.rumah.com/listing-properti/dijual-palem-puri-bintaro-oleh-winarto-21586252,"Palem puri bintaro, Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"2,35 M"
21161,https://www.rumah.com/listing-properti/dijual-gading-serpong-milano-village-oleh-betty-21659495,"Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,65 m²,"1,075 M"
27080,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-bagus-siap-huni-di-bintaro-jaya-sektor-9-oleh-pradana-20052422,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,240 m²,"3,8 M"
2275,https://www.rumah.com/listing-properti/dijual-leonora-oleh-riyo-tan-19609447,"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,125 m²,"1,864 M"
21648,https://www.rumah.com/listing-properti/dijual-rumah-baru-dijual-di-bintaro-tangerang-selatan-oleh-wiji-budiawan-21371236,"dekat Menteng Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,2.0,70 m²,850 jt
19788,https://www.rumah.com/listing-properti/dijual-sutera-olivia-alam-sutera-oleh-adrian-ong-21686187,"Alam Sutera, Tangerang Selatan, Banten",5.0,4.0,350 m²,"5,9 M"
8582,https://www.rumah.com/listing-properti/dijual-rumah-cantik-lokasi-strategis-oleh-alvina-21693685,"Jln kobon kopi, BSD, Tangerang Selatan, Banten",3.0,3.0,66 m²,600 jt
11453,https://www.rumah.com/listing-properti/dijual-lancewood-navapark-bsd-city-oleh-christia-20870364,"LANCEWOOD - NAVAPARK, BSD CITY, BSD, Tangerang Selatan, Banten",3.0,3.0,285 m²,"8,3 M"
19599,https://www.rumah.com/listing-properti/dijual-rumah-dalam-komplek-di-ciputat-timur-oleh-jaka-mardaya-21393949,"legoso ,Ciputat timur, Ciputat Timur, Tangerang Selatan, Banten",3.0,1.0,100 m²,"1,4 M"
5436,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-wiwiek-winsuno-19929342,"Kebayoran Sektor 7 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,4.0,187 m²,"5,96 M"
13933,https://www.rumah.com/listing-properti/dijual-starling-the-springs-gading-serpong-oleh-adrian-ong-21743732,"Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,112 m²,"2,9 M"
26934,https://www.rumah.com/listing-properti/dijual-rumah-di-bintaro-puri-bintaro-sektor-9-bintaro-lt-900-m2-14-oleh-nia-utania-21621878,"Bintaro, Tangerang Selatan, Banten",5.0,3.0,500 m²,13 M
14654,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-siap-huni-dengan-pool-di-bintaro-tangerang-selatan-oleh-sandra-21708863,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,600 m²,"7,8 M"
21202,https://www.rumah.com/listing-properti/dijual-riverpark-bintaro-jaya-sektor-8-oleh-pradana-19388917,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,400 m²,"6,2 M"
11340,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cocok-untuk-town-house-di-ciputat-timur-oleh-santi-21209173,"Ciputat Timur, Tangerang Selatan, Banten",4.0,4.0,345 m²,11 M
21842,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-sektor-3-bintaro-cw-10507-ry-oleh-shanty-suntea-21666014,"Bintaro Sektor 3, Bintaro, Tangerang Selatan, Banten",3.0,1.0,115 m²,"3,5 M"
13967,https://www.rumah.com/listing-properti/dijual-jl-jombang-raya-oleh-m-noor-chandra-16905197,"Jl. Jombang Raya, Pondok Aren, Tangerang Selatan, Banten",4.0,2.0,200 m²,"6,5 M"
29010,https://www.rumah.com/listing-properti/dijual-de-latinos-bsd-oleh-retno-adiningtyas-19817666,"De Latinos Bsd - rawa buntu kec. Serpong, BSD, Tangerang Selatan, Banten",5.0,4.0,240 m²,"3,15 M"
6955,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-di-sevilla-bsd-dekat-stasiun-rawa-buntu-oleh-eko-harjanto-21793739,"BSD, Tangerang Selatan, Banten",3.0,1.0,66 m²,"1,65 M"
8526,https://www.rumah.com/listing-properti/dijual-dijual-serpong-natura-cluster-acacia-oleh-sherly-20422848,"Serpong, Tangerang Selatan, Banten",2.0,1.0,45 m²,850 jt
10651,https://www.rumah.com/listing-properti/dijual-bamboo-prime-residence-oleh-nani-roestini-20209118,"Bamboo Prime Residence, Pamulang, Tangerang Selatan, Banten",2.0,1.0,45 m²,"1,23330625 M"
9889,https://www.rumah.com/listing-properti/dijual-rempoa-oleh-muhammad-nur-21774640,"Ciputat Timur, Tangerang Selatan, Banten",4.0,4.0,180 m²,"3,9 M"
8896,https://www.rumah.com/listing-properti/dijual-the-icon-bsd-oleh-emilia-19972435,"BSD, Tangerang Selatan, Banten",3.0,3.0,200 m²,"3,5 M"
24250,https://www.rumah.com/listing-properti/dijual-jadeite-bsd-oleh-deven-baldwin-21638628,"BSD, Tangerang Selatan, Banten",5.0,5.0,225 m²,"5,7 M"
16010,https://www.rumah.com/listing-properti/dijual-kebayoran-symphony-oleh-lia-hikma-21724071,"Kebayoran Symphony Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",5.0,4.0,300 m²,"6,45 M"
5817,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-vanya-park-bsd-cluster-azura-oleh-susy-latief-lauw-18162119,"BSD, Tangerang Selatan, Banten",2.0,2.0,54 m²,"1,25 M"
16178,https://www.rumah.com/listing-properti/dijual-caribbean-flamingo-springs-summarecon-serpong-rumah-start-2man-oleh-antoni-21722221,"Cihuni, Kec. Pagedangan, Tangerang, Banten 15332, Serpong Utara, Tangerang Selatan, Banten",3.0,3.0,132 m²,"2,94 M"
19856,https://www.rumah.com/listing-properti/dijual-kencanaloka-bsd-city-oleh-patar-21685746,"Kencanaloka, BSD, Tangerang Selatan, Banten",4.0,3.0,130 m²,"2,1 M"
21965,https://www.rumah.com/listing-properti/dijual-rempoa-oleh-indra-fahreza-18241855,"Jalan kesatriaan nomor 99, Ciputat Timur, Tangerang Selatan, Banten",4.0,3.0,187 m²,"3,8 M"
770,https://www.rumah.com/listing-properti/dijual-pamulang-oleh-hadie-21823152,"Pamulang, Tangerang Selatan, Banten",4.0,3.0,160 m²,3 M
26910,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-vivi-siregar-21453257,"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",5.0,6.0,900 m²,20 M
26573,https://www.rumah.com/listing-properti/dijual-al-ghuroba-property-rumah-siap-huni-akses-tol-pamulang-lt-84-oleh-ambar-kusumasari-20970945,"Reni Jaya, Pamulang, Tangerang Selatan, Banten",2.0,2.0,65 m²,795 jt
8520,https://www.rumah.com/listing-properti/dijual-river-valley-residence-jalan-raya-cirendeu-oleh-amelia-21691296,"Jalan Raya Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,205 m²,"6,5 M"
28634,https://www.rumah.com/listing-properti/dijual-rumah-strategis-di-discovery-sektor-9-bintaro-jaya-oleh-sofiana-dewi-21311243,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,155 m²,"3,3 M"
9922,https://www.rumah.com/listing-properti/dijual-bintaro-sektor9-oleh-mari-hariadi-21741932,"Bintaro, Tangerang Selatan, Banten",7.0,3.0,750 m²,11 M
13435,https://www.rumah.com/listing-properti/dijual-elista-village-gading-serpong-oleh-novia-ningrum-20245130,"jalan shilovo, Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,130 m²,"1,7 M"
24081,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-di-serpong-garden-1-cluster-green-river-oleh-titin-zae-21076343,"Serpong, Tangerang Selatan, Banten",4.0,2.0,142 m²,"1,05 M"
10722,https://www.rumah.com/listing-properti/dijual-villa-melati-mas-oleh-patar-20426713,"Villa melati mas bsd city, BSD, Tangerang Selatan, Banten",4.0,2.0,189 m²,"2,95 M"
7095,https://www.rumah.com/listing-properti/dijual-new-cluster-bsd-enchante-oleh-rika-andika-21622359,"BSD, Tangerang Selatan, Banten",5.0,4.0,398 m²,11 M
3302,https://www.rumah.com/listing-properti/dijual-rumah-dijual-lokasi-strategis-regensi-melati-mas-2-lantai-shm-oleh-alfons-21633228,"Regensi Melati Mas, BSD, BSD, Tangerang Selatan, Banten",4.0,3.0,80 m²,"1,3 M"
13997,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-m-noor-chandra-20285308,"Jl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,6.0,280 m²,"6,95 M"
6539,https://www.rumah.com/listing-properti/dijual-ciputat-oleh-yani-mulyani-20387260,"Pepaya Residence, Ciputat, Ciputat, Tangerang Selatan, Banten",3.0,3.0,140 m²,"1,98 M"
26025,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-prihantoro-17978700,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,136 m²,"2,49 M"
21910,https://www.rumah.com/listing-properti/dijual-ciater-oleh-marlidian-anggraini-21409091,"BSD, Tangerang Selatan, Banten",3.0,2.0,80 m²,"1,25 M"
20500,https://www.rumah.com/listing-properti/dijual-rumah-tanah-luas-murah-dekat-stasiun-serpong-dan-tol-bsd-oleh-suharto-gunadis-18066904,"Serpong, Setu, Tangerang Selatan, Banten",3.0,2.0,160 m²,"1,4 M"
807,https://www.rumah.com/listing-properti/dijual-rumah-brand-new-sedang-renovasi-lokasi-samping-dan-depan-taman-di-kebayoran-heights-bintaro-jaya-sek-oleh-endang-kumalasari-21780685,"Bintaro, Tangerang Selatan, Banten",6.0,5.0,350 m²,"14,5 M"
16195,https://www.rumah.com/listing-properti/dijual-rumah-full-renov-semi-furnish-di-taman-permata-bintaro-oleh-elizabeth-hutabarat-21721827,"Taman Permata Bintaro, Bintaro, Tangerang Selatan, Banten",2.0,1.0,50 m²,"1,6 M"
8375,https://www.rumah.com/listing-properti/dijual-rumah-murah-2-lantai-akses-stasiun-sudimara-10-menit-dektat-ke-pintu-toll-pamulang-kpr-cicilan-mulai-oleh-ahmad-yusuf-lubis-21790770,"jalan lele 5 pamulang, Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,65 m²,899 jt
22236,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-komplek-puri-bintaro-hijau-arinda-ceger-pondok-aren-tangerang-selatan-oleh-titin-zae-21119567,"Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,110 m²,825 jt
2101,https://www.rumah.com/listing-properti/dijual-sutera-feronia-siap-huni-2-8m-nego-oleh-jason-adi-20730028,"SUTERA FERONIA PARK, Alam Sutera, Tangerang Selatan, Banten",4.0,4.0,180 m²,"2,8 M"
11752,https://www.rumah.com/listing-properti/dijual-serpong-villa-melati-mas-oleh-robby-21258072,"Villa Melati Mas, Serpong, Tangerang Selatan, Banten",4.0,5.0,160 m²,"1,8 M"
26246,https://www.rumah.com/listing-properti/dijual-gading-serpong-oleh-novita-21074127,"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,55 m²,"1,25 M"
8967,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-alexa-21788025,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,309 m²,"4,7 M"
2231,https://www.rumah.com/listing-properti/dijual-jl-soka-rawabuntu-serpong-tangerang-selatan-oleh-zatu-shabrina-badlyn-21704935,"jl. soka blok V2 No.12, rawabuntu tangsel, Serpong, Tangerang Selatan, Banten",4.0,3.0,222 m²,"2,64 M"
15899,https://www.rumah.com/listing-properti/dijual-rumah-bintaro-sektor-9-discovery-amore-9403-oleh-teddy-alfiansyah-21700284,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,160 m²,"5,6 M"
28214,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-area-ciputat-dekat-tol-bsd-10239-oleh-teddy-alfiansyah-21590386,"Ciputat, Tangerang Selatan, Banten",4.0,2.0,100 m²,"1,9 M"
19253,https://www.rumah.com/listing-properti/dijual-fresco-virginia-rumah-800jt-di-gading-serpong-cuan-murah-segera-nup-oleh-gaspro-21691653,"Virginia Village, Bintaro, Tangerang Selatan, Banten",2.0,1.0,41 m²,800 jt
19998,https://www.rumah.com/listing-properti/dijual-green-view-bintaro-oleh-robi-19320915,"Jl beruang Raya, Bintaro, Tangerang Selatan, Banten",4.0,2.0,220 m²,"1,49 M"
8433,https://www.rumah.com/listing-properti/dijual-linaya-community-living-ciputat-rumah-modern-bisa-design-layout-sesuai-keinginan-oleh-angga-21533832,"Jl Pepaya 1 Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",2.0,2.0,95 m²,"1,9 M"
2976,https://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-siap-huni-selangkah-ke-mall-paradise-oleh-pratama-alamsyah-21123270,"Jalan Raya Paradise Serpong City, Serpong, Tangerang Selatan, Banten",2.0,1.0,42 m²,800 jt
18917,https://www.rumah.com/listing-properti/dijual-de-park-heliconia-bsd-oleh-imanuel-18220881,"De Park Heliconia, BSD, Tangerang Selatan, Banten",4.0,4.0,350 m²,"8,75 M"
3002,https://www.rumah.com/listing-properti/dijual-paradesa-pamulang-oleh-ardian-21519348,"Jl. Salak Raya, Pamulang, Tangerang Selatan, Banten",3.0,2.0,76 m²,"995,1725 jt"
29041,https://www.rumah.com/listing-properti/dijual-gress-baru-rumah-bsd-anggrek-loka-jual-harga-murah-oleh-iwan-21586213,"BSD ANGGREK LOKA, BSD, Tangerang Selatan, Banten",4.0,3.0,120 m²,"2,79 M"
25949,https://www.rumah.com/listing-properti/dijual-menteng-bintaro-oleh-fajar-triadi-21631240,"Menteng bintaro, Bintaro, Tangerang Selatan, Banten",6.0,5.0,350 m²,18 M
6610,https://www.rumah.com/listing-properti/dijual-vanya-park-bsd-city-oleh-patar-21707329,"Azzura bsd city, BSD, Tangerang Selatan, Banten",2.0,2.0,100 m²,"1,7 M"
28205,https://www.rumah.com/listing-properti/dijual-bintaro-tangsel-for-sale-rumah-cantik-sangat-terawat-dan-siap-huni-semi-furnished-oleh-faizal-amir-20189466,"Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,3.0,245 m²,"4,5 M"
10919,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-rubi-residence-one-bsd-tangsel-oleh-lina-noviarini-21275353,"Cluster Rubi, Residence One, BSD, BSD, Tangerang Selatan, Banten",4.0,3.0,156 m²,"2,25 M"
3139,https://www.rumah.com/listing-properti/dijual-rumah-2lantai-anti-banjir-harga-di-jamin-paling-murah-se-bsd-oleh-fitriana-21411660,"Jl lengkong raya al husainy bsd, Serpong, Tangerang Selatan, Banten",3.0,2.0,48 m²,"689,5 jt"
11996,https://www.rumah.com/listing-properti/dijual-hunian-minimalis-lokasi-strategis-harga-ekonomis-siap-huni-di-alam-serua-2-jombang-oleh-novera-pratiwi-21519466,"Jl. Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",2.0,1.0,36 m²,"698,34 jt"
16465,https://www.rumah.com/listing-properti/dijual-dijual-rumah-kelurahan-pisangan-kecamatan-ciputat-timur-1396-hs-oleh-amalia-20971162,"Ciputat, Tangerang Selatan, Banten",5.0,3.0,250 m²,"1,8 M"
21710,https://www.rumah.com/listing-properti/dijual-rajawali-dalm-sektor-9-bintaro-jaya-oleh-meily-18789477,"Bintaro, Tangerang Selatan, Banten",5.0,3.0,200 m²,"4,2 M"
20289,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-dan-luas-tanahnya-bebas-banjir-di-ciputat-tangsel-oleh-bayu-septiana-21681938,"Jalan Karyawan, Ciputat, Tangerang Selatan, Banten",3.0,2.0,100 m²,"1,335 M"
15052,https://www.rumah.com/listing-properti/dijual-rumah-mewah-s-pool-bintaro-jaya-sektor-3-oleh-indra-gunawan-19061364,"Bintaro Jaya sektor 3, Bintaro, Tangerang Selatan, Banten",4.0,4.0,330 m²,"8,2 M"
20902,https://www.rumah.com/listing-properti/dijual-perumahan-syariah-dp-murah-di-tangerang-oleh-fery-riyan-19938831,"Jl. raya cisauk sinyal tangerang, BSD, Tangerang Selatan, Banten",2.0,1.0,50 m²,"608,885 jt"
9396,https://www.rumah.com/listing-properti/dijual-delatinos-bsd-tangsel-oleh-noryke-irma-21318228,"BSD, Tangerang Selatan, Banten",4.0,3.0,110 m²,"2,1 M"
8790,https://www.rumah.com/listing-properti/dijual-rumah-cluster-gardenia-paramount-land-oleh-richard-allan-20578040,"Jalan Sakura Boulevard, BSD, Tangerang Selatan, Banten",2.0,1.0,41 m²,"971,7 jt"
4270,https://www.rumah.com/listing-properti/dijual-rumah-cantik-pamulang-oleh-anisa-fitriyanti-21025040,"Jl.Cendana , Pamulang, Ciputat, Tangerang Selatan, Banten",2.0,1.0,36 m²,499 jt
21066,https://www.rumah.com/listing-properti/dijual-nordic-kebayoran-harmony-oleh-nani-roestini-21673907,"Bintaro, Tangerang Selatan, Banten",2.0,2.0,57 m²,"1,78 M"
3518,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-modern-minimalis-harga-ekonomis-oleh-rama-wardana-21812487,"Jl. Bambu Apus Raya, Pamulang, Tangerang Selatan, Banten",2.0,2.0,55 m²,650 jt
4348,https://www.rumah.com/listing-properti/dijual-rumah-ready-siap-huni-di-ciputat-timur-oleh-nurul-fadhilah-20470348,"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",4.0,3.0,98 m²,"1,35 M"
4042,https://www.rumah.com/listing-properti/dijual-bsd-oleh-dessy-nurhayati-19723318,"Foresta, BSD, Tangerang Selatan, Banten",6.0,5.0,290 m²,"5,9 M"
19382,https://www.rumah.com/listing-properti/dijual-sektor-9-bintaro-jaya-di-jual-rumah-modern-minimalist-oleh-raumanen-21690259,"Bintaro, Tangerang Selatan, Banten",5.0,3.0,150 m²,"2,95 M"
4058,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-di-cluster-puspita-loka-bsd-oleh-yadi-21800779,"Puspita Loka, BSD, Tangerang Selatan, Banten",5.0,3.0,240 m²,"5,5 M"
8925,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-masa-kini-depan-qbig-oleh-muklis-treo-hidayat-21781848,"Jln raya bsd, Serpong Utara, Tangerang Selatan, Banten",3.0,2.0,84 m²,850 jt
18830,https://www.rumah.com/listing-properti/dijual-permata-bintaro-sektor-9-oleh-sarah-21232083,"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2.0,2.0,89 m²,"1,9 M"
25839,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-siap-huni-diskon-sampai-150-jt-bebas-banjir-oleh-lydia-sabarudin-21614222,"Jl. Lele Raya Bambu Apus Pamulang Tangsel, Pamulang, Tangerang Selatan, Banten",3.0,2.0,75 m²,900 jt
13668,https://www.rumah.com/listing-properti/dijual-the-eminent-bsd-oleh-shary-18066182,"BSD, Tangerang Selatan, Banten",3.0,3.0,168 m²,"4,5 M"
1232,https://www.rumah.com/listing-properti/dijual-rumah-dekat-stasiun-jurang-mangu-terrahaus-bintaro-oleh-hendra-wijaya-19776373,"Jl. Rusa IV no. 111, Pondok Ranji, Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,132 m²,"1,5 M"
638,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-pondok-hijau-pisangan-ciputat-oleh-gunawan-21007458,"Pisangan, Ciputat, Tangerang Selatan, Banten",3.0,1.0,96 m²,"1,1 M"
1188,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-strategis-di-the-millenials-residence-siap-huni-bisa-kpr-oleh-sarah-maghfiratan-warahmah-19881909,"Pamulang, Tangerang Selatan, Banten",3.0,3.0,120 m²,"1,45 M"
28111,https://www.rumah.com/listing-properti/dijual-bsd-cluster-sevilla-oleh-roy-21348939,"BSD, Tangerang Selatan, Banten",3.0,1.0,66 m²,"1,55 M"
22612,https://www.rumah.com/listing-properti/dijual-rumah-baru-di-dalam-cluster-kawasan-kebayoran-harmony-bintaro-oleh-niar-tamara-16812242,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,80 m²,2 M
22792,https://www.rumah.com/listing-properti/dijual-alam-sutera-tangerang-selatan-oleh-dina-21319818,"Boilevard, Serpong Utara, Tangerang Selatan, Banten",5.0,4.0,340 m²,"6,8 M"
12019,https://www.rumah.com/listing-properti/dijual-dijual-cepat-hunian-baru-3-lantai-di-gading-serpong-tangerang-oleh-angeline-warti-20724351,"Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",3.0,4.0,248 m²,"3,95 M"
1226,https://www.rumah.com/listing-properti/dijual-naraya-serpong-oleh-hendra-wijaya-21499069,"Serpong, Tangerang Selatan, Banten",3.0,2.0,71 m²,975 jt
10359,https://www.rumah.com/listing-properti/dijual-rumah-asri-camar-bintaro-jaya-oleh-atika-pryahita-20619462,"Jl. Camar Bintaro Jaya Sektor 3, Bintaro, Tangerang Selatan, Banten",5.0,4.0,110 m²,"4,2 M"
