bed,bath,area,price,bintaro,ciputat,pamulang,raya,jl,sutera,cluster,SEKTOR,JAYA,SERPONG,LANTAI,DEKAT,MURAH
2.0,1.0,80,1800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,90,2100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,170,1950000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,4.0,161,4500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,72,1288500000.0,1,0,0,0,0,0,0,0,0,0,1,1,0
4.0,3.0,150,2000000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
4.0,4.0,166,3949950000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
2.0,2.0,52,850000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,90,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,450,2800000000.0,0,0,1,1,1,0,0,0,0,0,0,0,0
3.0,3.0,210,3300000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,2.0,55,600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,5.0,527,10000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,88,1500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,60,600000000.0,0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,2.0,84,999000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,52,1650000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
5.0,3.0,250,3500000000.0,1,0,0,0,0,0,0,0,1,0,1,0,0
4.0,3.0,134,3300000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,90,950000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,4.0,375,5200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,79,1220000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,75,1100000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,2.0,190,4900000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
8.0,8.0,130,2250000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,72,1288500000.0,0,0,0,0,0,0,0,0,0,0,1,1,0
4.0,4.0,180,2150000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,135,3800000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.0,4.0,426,10500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,152,2700000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
4.0,2.0,150,2450000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
6.0,4.0,344,4200000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,4.0,120,2500000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,5.0,460,5500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,3.0,136,2100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,156,1530000000.0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,50,600000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,207,4700000003.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,207,5272200000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,100,1795000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,120,2660000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.0,2.0,60,700000000.0,0,0,0,0,0,0,0,0,0,0,1,1,1
3.0,2.0,55,600000008.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2.0,55,599000000.0,0,0,0,0,0,0,0,0,0,1,1,0,1
4.0,3.0,249,5900000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2.0,119,2700000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,50,645000011.0,0,1,1,0,1,0,0,0,0,0,1,0,0
6.0,5.0,250,3850000000.0,1,0,0,0,0,0,0,1,1,0,0,1,0
3.0,2.0,105,1600000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,2.0,73,1415000000.0,0,1,0,0,0,0,0,0,0,0,1,1,0
3.0,2.0,65,996000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,3.0,250,4500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,65,730000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.0,1.0,45,425000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.0,6.0,360,4500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,150,2300000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,5.0,309,4700000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,92,2400000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,235,6200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,1360000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,5.0,600,10000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
4.0,4.0,114,2200000000.0,0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,2.0,71,1650000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,3.0,155,3500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,65,795000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,39,650000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,108,1400000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,3.0,108,2300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,73,1300000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,3.0,200,3500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
6.0,4.0,300,8000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,150,2950000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,92,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,250,5500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,3.0,162,1850000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,180,4500000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0
4.0,3.0,168,2850000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,73,1400000000.0,0,1,0,0,0,0,0,0,0,0,1,1,0
3.0,2.0,110,2150000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,50,699000000.0,0,1,0,0,0,0,0,0,0,0,1,0,1
5.0,4.0,280,5000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,1.0,80,1450000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,65,725000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.0,4.0,190,4900000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,48,720000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2.0,150,1950000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
4.0,4.0,78,1650000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,4.0,120,2400000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,180,5000000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,349,14500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,125,2550000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,93,2500000000.0,1,0,0,0,0,0,0,0,1,0,1,0,0
2.0,1.0,70,700000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2.0,150,1900000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,76,1500000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,210,3000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,60,690000000.0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0,1.0,40,787000000.0,0,0,1,0,1,0,0,0,0,0,0,1,0
2.0,1.0,32,393585000.0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,3.0,300,4500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,45,449000000.0,0,0,1,0,1,0,0,0,0,0,1,0,0
2.0,1.0,45,400000000.0,0,1,1,1,0,0,0,0,0,0,0,1,0
4.0,3.0,240,5800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,144,1200000000.0,0,1,0,1,0,0,0,0,0,0,0,0,0
4.0,3.0,129,3900000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,3.0,132,1560000000.0,1,0,0,0,1,0,0,0,0,0,1,1,0
5.0,4.0,155,2900000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,393,7200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,400,14500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,103,2550000000.0,1,1,0,1,1,0,0,0,0,0,0,1,1
3.0,3.0,202,4500000000.0,1,0,0,0,0,0,0,0,0,0,0,1,1
2.0,2.0,55,675000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,69,946000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,3.0,52,700000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,50,737000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
5.0,4.0,360,5200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,120,1500000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,85,1200000000.0,1,1,0,0,0,0,0,0,0,0,1,1,0
4.0,3.0,149,2300000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,4.0,170,2600000000.0,1,0,0,0,0,0,0,1,1,0,1,0,0
4.0,5.0,300,4000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,85,2700000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,90,3100000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
9.0,8.0,740,11000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,3.0,180,2200000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,2.0,90,1250000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,66,1399000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,41,840000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
4.0,3.0,209,5800000000.0,0,0,0,0,0,1,0,0,0,0,0,1,0
3.0,2.0,80,750000000.0,0,0,1,0,0,0,0,0,0,0,1,1,1
3.0,3.0,100,1700000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,200,3999000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0
4.0,3.0,120,2100000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,45,465000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.0,2.0,72,1275000000.0,0,1,0,0,0,0,0,0,0,0,0,1,1
3.0,2.0,180,2300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,60,900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,225,5500000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,4.0,155,3500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,285,10500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,6.0,440,1200000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,65,690000000.0,0,0,1,1,1,0,0,0,0,0,0,0,1
5.0,3.0,250,3900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,168,4500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,4.0,85,2300000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,100,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,5.0,780,8000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,120,2650000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,80,1800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,80,1800000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
4.0,2.0,130,1350000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.0,5.0,200,4200000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,4.0,170,4850000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,160,850000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.0,3.0,250,4500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,65,800000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
4.0,4.0,225,3200000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,180,5500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,45,630000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,76,995172500.0,0,0,1,1,1,0,0,0,0,0,0,0,0
5.0,4.0,161,3550000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,65,950000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
3.0,2.0,100,1500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,180,2300000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,4.0,250,4200000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
5.0,4.0,181,6500000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,2.0,88,2300000000.0,1,0,0,0,0,0,0,1,1,0,0,0,1
3.0,2.0,200,3850000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5.0,5.0,315,4600000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,150,2000000000.0,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,130,3600000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,56,490000000.0,0,1,0,1,0,0,0,0,0,0,0,0,0
3.0,3.0,45,1048000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.0,6.0,600,5500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,6.0,220,3900000000.0,1,0,0,0,0,0,1,1,1,0,0,0,0
2.0,1.0,200,1560000000.0,1,0,0,0,0,0,0,0,0,1,0,1,0
5.0,3.0,220,2700000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,4.0,280,4500000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.0,3.0,200,2500000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,165,3050000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,90,2030000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,89,1350000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,70,1675000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,4.0,500,7300000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,4.0,248,7600000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,40,744000000.0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.0,4.0,300,2800000000.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.0,2.0,60,951459000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,73,1875000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,1850000000.0,0,0,0,0,0,0,1,0,0,0,1,0,1
2.0,2.0,75,2300000111.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,41,1250000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.0,3.0,208,6100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,80,1350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,114,1650000000.0,0,1,0,0,1,0,0,0,0,0,0,1,1
4.0,3.0,160,3900000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,3.0,134,3200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,160,1750000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,84,2400000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,3.0,120,1975000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0
4.0,3.0,97,1504269000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,72,1900000000.0,0,0,1,1,1,0,0,0,0,0,0,0,0
3.0,2.0,65,1550000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,138,3000000000.0,0,1,0,0,0,0,0,0,0,0,1,1,0
7.0,6.0,380,5500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,4.0,600,5900000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5.0,4.0,230,5100000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,4.0,98,2838000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,4.0,210,2950000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.0,5.0,250,2950000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,2.0,72,1388500000.0,0,0,0,0,0,0,0,0,0,0,1,1,0
5.0,4.0,219,4250000000.0,0,1,0,1,0,0,0,0,0,0,0,0,0
5.0,4.0,200,3200000000.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4.0,3.0,150,3100000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,72,900000000.0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.0,3.0,150,1800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,5.0,320,6300000000.0,0,1,0,0,0,0,0,0,0,0,1,0,0
10.0,10.0,650,7000000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,265,6000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
8.0,6.0,400,7500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,48,950000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,70,2390000000.0,1,0,0,0,0,0,0,0,0,0,1,1,0
4.0,4.0,129,3400000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
4.0,3.0,134,3300000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,43,1290000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,68,1600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,60,1650000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,4.0,200,3800000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,2.0,146,50000000.0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.0,3.0,61,1100000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,4.0,217,5370200000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.0,4.0,265,5450000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,3.0,245,5700000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,63,1450000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0
5.0,4.0,283,7256690000.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,80,700000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,72,1550000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.0,2.0,118,2380000000.0,1,0,0,0,0,0,0,0,0,0,1,1,0
5.0,4.0,245,4400000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,3.0,93,2300000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,260,5500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,150,3500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,3.0,110,2400000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,75,1200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,68,1250000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,100,2500000000.0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.0,5.0,744,18000000000.0,0,0,0,0,0,0,0,0,1,1,0,0,0
3.0,2.0,175,2700000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,86,1500000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2.0,66,495000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,84,2200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,41,478000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1.0,50,750000000.0,1,0,1,0,1,0,0,0,0,0,0,1,1
3.0,2.0,90,2000000000.0,1,0,0,1,1,0,0,1,0,0,0,0,0
4.0,6.0,225,4300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,200,3200000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,130,2000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,85,1200000000.0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.0,3.0,388,4500000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
5.0,3.0,230,4100000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,72,1800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,72,900000000.0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.0,1.0,96,784000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,249,5600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,220,2950000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,55,954500000.0,0,0,0,1,1,0,0,0,0,1,0,0,0
2.0,2.0,36,850000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.0,2.0,120,1850000000.0,1,0,0,1,1,0,0,1,1,0,0,1,0
2.0,1.0,75,950000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,140,1750000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,1360000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,5.0,263,6850000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,171,3500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,550,10200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,1840000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2.0,200,2350000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2.0,64,1280000000.0,1,0,0,0,0,0,1,0,0,0,0,1,0
2.0,2.0,100,1800000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,120,1800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,155,2600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,300,4250000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,60,2300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,140,1200000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,65,1600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,118,2500000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3.0,184,4500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,250,3000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,115,2350000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,100,2600000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,55,500000000.0,0,0,0,0,0,0,0,0,0,1,1,0,1
3.0,2.0,55,600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,55,748000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.0,6.0,300,3600000000.0,1,0,0,0,1,0,0,1,0,0,0,0,0
5.0,5.0,398,10000000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,3.0,126,3800000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,3.0,432,12995000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,3.0,77,2100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,220,4900000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,65,1600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,41,1500000000.0,1,0,0,0,0,0,0,0,1,0,1,0,0
7.0,4.0,300,3900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,80,1650000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,4.0,110,2100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,60,650000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.0,4.0,190,3500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,155,3550000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,120,1900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,6.0,315,6500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,4.0,300,12500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,89,1100000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
4.0,3.0,100,3250000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,313000004.0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.0,4.0,290,3950000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,2350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,55,950000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,88,2250000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,5.0,413,7000000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,150,3000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,4.0,200,3900000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,90,2000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,204,3950000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,55,780000000.0,0,0,1,0,1,0,0,0,0,0,0,0,1
5.0,3.0,150,2950000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,2.0,76,1650000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,237,3300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
