bed,bath,area,price,bintaro,ciputat,pamulang,raya,jl,sutera,cluster,SEKTOR,JAYA,SERPONG,LANTAI,DEKAT,MURAH
4.0,4.0,400,5000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,50,630000000.0,0,1,0,0,1,0,0,0,0,0,0,0,1
4.0,5.0,350,6300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,69,1500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,2.0,132,1700000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,3.0,150,1300000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,79,1690000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,3.0,245,6450000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,3.0,320,5300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,220,3750000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,3.0,322,10000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,300,7000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,52,685000000.0,0,0,1,0,1,0,0,0,0,1,1,1,0
4.0,2.0,110,2300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,80,1350000000.0,0,0,1,1,1,0,0,0,0,0,0,0,0
5.0,3.0,198,3199900000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
4.0,3.0,225,3300000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,108,2500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,3.0,160,5700000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,63,1700000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,200,5500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,5.0,200,2500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,124,2700000000.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3.0,2.0,100,1950000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.0,3.0,180,2700000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,50,750000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,4.0,249,5750000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,65,970000000.0,0,0,0,0,0,0,0,0,0,1,0,1,0
5.0,5.0,380,5500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,4.0,224,4250000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,45,659000051.0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.0,4.0,280,4500000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,45,650000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,4.0,249,5600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,502,17000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,300,2850000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,115,2098069498.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,110,1050000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,203,5500000000.0,1,0,0,0,0,0,1,1,0,0,0,0,0
3.0,2.0,65,899000000.0,0,1,1,0,1,0,0,0,0,0,0,0,1
2.0,2.0,49,775000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2.0,180,3750000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.0,4.0,280,4500000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,44,1950000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
6.0,5.0,480,5300000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,4.0,142,2500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,100,1200000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
4.0,4.0,155,3500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5.0,3.0,300,4000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,50,645000003.0,0,0,1,0,1,1,0,0,0,0,0,0,1
3.0,2.0,45,665000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,98,1150000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,100,1800000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,3.0,122,1793372000.0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.0,3.0,100,1690000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,300,7500000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5.0,5.0,370,6000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,60,1500000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.0,3.0,88,2250000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,4.0,264,3800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,161,2700000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,3.0,170,1780000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,55,748000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,270,3200000000.0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,4.0,90,1450000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,154,4700000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,3.0,88,2350000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,4.0,140,3300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,80,1800000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,140,2600000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.0,6.0,350,6900000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,6.0,700,5500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,160,2850000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,90,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,70,2400000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,4.0,200,2650000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,250,4250000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,65,982800000.0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.0,4.0,310,8250000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,45,500000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,86,1700000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,250,6200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,224,4500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,161,3600000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
5.0,2.0,150,2300000000.0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,3.0,72,900000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,3.0,184,6910000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,4.0,167,4918000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,180,1800000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,3.0,200,3500000000.0,0,0,0,1,0,0,1,0,0,0,0,0,0
6.0,5.0,700,14000000000.0,0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,2.0,44,1425000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,65,900000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,450,7100000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,3.0,180,1700000000.0,1,0,0,1,0,0,0,0,0,0,1,0,0
3.0,2.0,102,1700000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,150,2200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,42,936000000.0,0,0,1,0,0,0,1,0,0,0,0,0,0
4.0,3.0,320,5600000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
4.0,3.0,231,6200000000.0,0,0,0,0,0,0,1,0,0,1,0,0,1
3.0,2.0,99,2900000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,79,1500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,55,900000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,55,1200000000.0,1,1,1,1,0,1,0,0,0,0,1,0,0
4.0,3.0,248,7390000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
3.0,2.0,90,1750000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,5.0,255,4800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,234,3700000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,63,1500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,117,2800000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
6.0,5.0,290,5900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,64,1280000000.0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.0,3.0,149,4400000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,165,3850000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,5.0,160,6500000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,4.0,180,2800000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,66,759000000.0,0,0,1,0,1,0,0,0,0,0,1,1,0
4.0,3.0,150,3000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,300,3900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,45,1173800000.0,1,0,0,1,1,0,0,0,0,0,0,0,0
4.0,2.0,150,950000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,258,5300000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,3.0,240,5800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,73,1700000000.0,0,0,0,0,1,0,1,0,0,1,0,0,0
6.0,4.0,315,8250000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,350,8500000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,2.0,90,2000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,132,1680000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,58,850000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,4.0,218,2600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,6.0,500,7500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,4.0,650,13900000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,2.0,55,1200000000.0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.0,3.0,150,2850000000.0,1,0,0,0,0,0,0,1,1,0,0,0,1
6.0,5.0,250,4500000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,138,3100000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,70,950000000.0,1,0,0,0,0,0,0,0,0,0,1,1,0
2.0,1.0,52,1000000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0
3.0,3.0,89,2350000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,3.0,285,8300000000.000001,0,0,0,1,1,0,0,0,0,0,0,0,0
3.0,3.0,84,1400000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,167,2750000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3.0,95,1750000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,100,1600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,218,2600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,170,3300000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,73,1650000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2.0,63,1515000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,499000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,254,2450000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,50,645000008.0,0,1,1,0,1,0,0,0,0,0,0,0,0
3.0,2.0,73,1400000000.0,0,1,0,0,0,0,0,0,0,0,1,1,0
3.0,2.0,55,600000000.0,1,0,0,0,0,0,0,0,0,0,1,1,1
3.0,3.0,100,2300000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,200,3700000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,150,3200000000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
3.0,3.0,230,4800000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,170,3100000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,228,5000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,84,1700000000.0,0,0,0,1,0,0,0,0,0,1,0,0,0
6.0,4.0,275,2800000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,36,700000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.0,2.0,69,2300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,496000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,52,1090000000.0,0,0,1,0,1,0,0,0,0,0,0,0,1
3.0,3.0,139,3500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,92,2400000002.0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,2.0,156,1530000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,4.0,180,4950000000.0,1,0,0,0,1,0,0,1,0,0,0,0,0
5.0,4.0,350,4650000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,4.0,453,12985000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,125,3340000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0
4.0,3.0,176,5000000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,3.0,180,1250000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,100,1500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,186,3100000000.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,160,3100000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,36,488000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.0,1.0,60,1350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,88,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,245,3500000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,184,3850000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,2.0,77,2200000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,200,4800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,200,4500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,80,1548000000.0,0,0,0,1,1,0,0,0,0,0,0,0,1
4.0,4.0,300,5500000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
6.0,4.0,400,6750000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,66,850000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,183,3800000000.0,0,1,0,0,1,0,0,0,0,0,1,0,0
5.0,3.0,440,8000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,40,840000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2.0,90,2000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,4.0,500,7300000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,4.0,171,3800000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.0,7.0,360,6200000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,52,685000000.0,0,0,0,0,1,0,0,0,0,1,1,0,1
3.0,3.0,120,1950000000.0,1,0,0,0,1,0,0,1,0,0,0,1,0
4.0,3.0,120,2800000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,248,7700000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,3.0,200,3500000000.0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.0,4.0,216,4600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.0,10.0,1000,19000000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,154,3800000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,65,899000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.0,3.0,140,1700000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,69,1542912300.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,165,2600000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,4.0,140,2500000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3.0,220,3600000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,190,4600000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,200,6500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,489000000.0,0,0,1,0,0,0,0,0,0,1,0,1,1
5.0,4.0,218,2600000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,4.0,250,5400000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,260,3250000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,4.0,250,5250000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,6.0,783,17500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,798000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,5.0,375,2750000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,120,2650000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,88,850000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,4.0,380,5900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,103,3300500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,150,2300000000.0,0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,1.0,70,1100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,98,1980000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,130,2500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,37,750000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,36,355000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.0,2.0,117,2650000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,3.0,157,4200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,250,1600000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,70,995000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,65,1350000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0
3.0,2.0,96,2530000000.0,1,0,0,0,1,0,0,0,1,0,0,0,0
5.0,4.0,200,3200000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.0,4.0,127,4200000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,5.0,300,2650000000.0,0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,2.0,110,2900000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,2.0,71,1000000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,3.0,210,6500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,80,925000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3.0,130,1650000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,1.0,52,800000000.0,0,1,0,1,0,0,0,0,0,0,1,0,0
6.0,3.0,210,3300000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,45,600000000.0,0,0,0,0,1,0,0,0,0,0,1,1,0
4.0,4.0,162,4900000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2.0,92,2400000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,1.0,90,1300000000.0,1,0,0,1,0,0,0,0,0,0,0,0,1
3.0,2.0,95,1040000000.0,0,0,0,0,0,0,0,0,0,1,0,1,0
7.0,7.0,500,13000000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,89,1100000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0
4.0,3.0,250,3100000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,4.0,234,5000000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
6.0,4.0,325,6500000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.0,10.0,180,2700000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,55,600000000.0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.0,4.0,230,3800000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,200,4000000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,40,664440000.0,0,1,0,0,1,0,0,0,0,0,1,0,1
4.0,3.0,200,1700000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,4.0,300,4100000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,5.0,120,1580000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,3.0,330,8500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,6.0,498,7650000000.0,1,0,0,0,0,0,0,1,1,0,0,0,1
4.0,3.0,300,6500000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
3.0,2.0,90,1198000000.0,0,0,0,0,0,0,0,0,0,1,0,1,0
5.0,4.0,180,2750000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,180,3400000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,135,3300000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,88,1250000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.0,2.0,56,840000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,52,1000000000.0,0,0,1,0,0,0,0,0,0,0,1,1,0
4.0,5.0,350,6900000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3.0,100,1350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,288,6850000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,195,3900000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2.0,55,900000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,59,893074000.0,0,0,0,0,0,0,0,0,0,1,0,1,0
4.0,3.0,167,4100000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,66,800000000.0,0,0,1,0,1,0,0,0,0,0,1,0,0
2.0,1.0,30,179000000.0,0,0,1,1,1,0,0,0,0,0,0,0,1
3.0,2.0,76,900000000.0,0,0,1,1,1,0,0,0,0,0,0,0,0
3.0,2.0,144,873800000.0,0,0,0,0,0,0,0,0,0,1,1,0,0
5.0,4.0,240,5200000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,2.0,70,1600000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,166,3501698900.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,66,729000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.0,3.0,208,6345900000.0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,5.0,450,5500000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,3.0,236,3750000000.0,0,0,0,0,0,0,0,0,0,1,0,0,1
5.0,4.0,212,2850000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2.0,102,1400000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,3.0,250,3500000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,3.0,340,5300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,36,499000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0
4.0,4.0,173,3300000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.0,3.0,63,1350000000.0,0,0,0,0,0,0,1,0,1,0,0,0,0
7.0,5.0,314,8556800000.000001,0,0,0,0,0,0,1,0,0,1,0,0,0
3.0,3.0,66,600000000.0,0,0,0,0,1,0,0,0,0,1,1,0,0
2.0,2.0,55,675000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2.0,60,453000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2.0,150,1980000000.0,1,0,0,0,1,0,0,1,0,0,0,0,0
3.0,1.0,54,810000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.0,5.0,368,7750000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
5.0,5.0,231,5300000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.0,6.0,350,6900000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
4.0,4.0,200,1900000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
3.0,2.0,130,1900000000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
2.0,1.0,36,619240000.0,0,1,0,0,1,0,0,0,0,0,1,0,0
4.0,3.0,120,2380000000.0,1,0,0,0,0,0,0,1,0,0,1,0,0
4.0,4.0,108,3200000000.0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.0,1.0,40,840000000.0,0,0,0,1,0,1,0,0,0,1,0,0,0
4.0,2.0,160,2550000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1.0,240,1550000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,45,560000000.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3.0,3.0,250,2800000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,4.0,145,4500000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,200,1350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,300,6300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,97,1400000000.0,0,0,1,0,0,0,0,0,0,1,0,1,0
2.0,2.0,75,1030000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,340,6000000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,5.0,200,2500000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0
